Du ser nu i overensstemmelse med dit produkts omfang de første 5.000 svar. Dog skal det oplyses, at der foreligger flere svar. Ved hjælp af en produkt-opgradering kan der efter betalingsindgang opnås adgang til alle svar.  Respondenternes svar bliver altid gemt, også i tilfælde hvor det maksimale antal svar er opnået.";
"";
"_Svar-ID";"Resume-Code";"Start";"Dato og tid";"Deltagerstatus";"1. Hvor gammel er du?";"2. Er du mand eller kvinde?";"3. Hvilken form for by bor du i?";"4. Hvad er din civil status?";"5. Har du hjemmeboende børn?";"6. Har du bil?";"7. Har du en cykel?";"8. Hvilken form for transport bruger du mest når du skal rundt i egen by?";"9. Hvilken form for transport bruger du mest når du skal ud for egen by?";"10. Hvor langt har du til arbejde?";"11. Hvilken form for transport bruger du mest til og fra arbejde?";"12. Hvor langt har du til skole?";"13. Hvilken form for transport bruger du mest til og fra skole?";"14. Har parkerings muligheder indflydelse på dit valg af transport?";"15. Hvis det er en solskinsdag - vælg det udsagn der passer bedst";"16. Hvis det er en regnvejrsdag - vælg det udsagn der passer bedst";
"83260472";"e7bb06e";"03-05-2021 22:20";"03-05-2021 22:22";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83260500";"91e56ea";"03-05-2021 22:21";"03-05-2021 22:22";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"nej";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Mellem 5-15 km";"Bil";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83260537";"976b4b4";"03-05-2021 22:22";"03-05-2021 22:23";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";
"83260578";"b7f9b3a";"03-05-2021 22:24";"03-05-2021 22:25";"deltaget og afsluttet";"36 - 45";"Mand";"Forstad";"Single";"ja";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83260631";"2df832f";"03-05-2021 22:25";"03-05-2021 22:27";"deltaget og afsluttet";"Over 60";"Mand";"Landet";"Single";"nej";"ja";"ja";"Cykel";"Bil";"Mellem 5-15 km";"Bil";"Mellem 5-15 km";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83260636";"3371c17";"03-05-2021 22:26";"03-05-2021 22:27";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"nej";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83260701";"6e5f5fc";"03-05-2021 22:27";"03-05-2021 22:29";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Ved ikke";"Ved ikke";
"83260807";"06fb19a";"03-05-2021 22:31";"03-05-2021 22:32";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Over 40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83260912";"cc36d04";"03-05-2021 22:35";"03-05-2021 22:36";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83261025";"6e10dd6";"03-05-2021 22:38";"03-05-2021 22:42";"deltaget og afsluttet";"36 - 45";"Kvinde";"Forstad";"Single";"nej";"nej";"nej";"Bus";"Andet";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ved ikke";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Ved ikke";
"83261160";"0bc682a";"03-05-2021 22:44";"03-05-2021 22:45";"deltaget og afsluttet";"15 - 25";"Kvinde";"Storby";"I forhold";"nej";"nej";"ja";"Bus";"Bil";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83261228";"99edabc";"03-05-2021 22:46";"03-05-2021 22:48";"deltaget og afsluttet";"36 - 45";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Jeg går/løber";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler altid hvis afstanden passer til det";
"83261265";"ab26dac";"03-05-2021 22:48";"03-05-2021 22:49";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"Single";"nej";"ja";"nej";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83261337";"c553829";"03-05-2021 22:49";"03-05-2021 22:51";"deltaget og afsluttet";"Over 60";"Kvinde";"Forstad";"Single";"nej";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83261366";"6d69a09";"03-05-2021 22:51";"03-05-2021 22:52";"deltaget og afsluttet";"26 - 35";"Mand";"Storby";"Single";"nej";"nej";"nej";"Jeg går/løber";"Tog";"Mellem 1-5 km";"Jeg går/løber";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83261648";"a1f1912";"03-05-2021 23:02";"03-05-2021 23:05";"deltaget og afsluttet";"15 - 25";"Mand";"Forstad";"Single";"nej";"nej";"ja";"Cykel";"Bus";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Mellem 1-5 km";"Cykel";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler altid hvis afstanden passer til det";
"83261777";"31a765a";"03-05-2021 23:11";"03-05-2021 23:12";"deltaget og afsluttet";"15 - 25";"Kvinde";"Storby";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83261837";"7a29f40";"03-05-2021 23:13";"03-05-2021 23:15";"deltaget og afsluttet";"15 - 25";"Kvinde";"Landet";"I forhold";"ja";"ja";"nej";"Jeg går/løber";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ved ikke";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83261852";"75315ca";"03-05-2021 23:14";"03-05-2021 23:16";"deltaget og afsluttet";"Over 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"nej";"Bil";"Bil";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83261884";"54c5f81";"03-05-2021 23:17";"03-05-2021 23:18";"deltaget og afsluttet";"26 - 35";"Kvinde";"Storby";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83261904";"b3c286e";"03-05-2021 23:17";"03-05-2021 23:19";"deltaget og afsluttet";"Over 60";"Mand";"Storby";"I forhold";"nej";"ja";"ja";"Jeg går/løber";"Bil";"Under 1 km";"Jeg går/løber";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83262005";"78b069b";"03-05-2021 23:23";"03-05-2021 23:25";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler sjældent også selvom afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83262061";"9094c2e";"03-05-2021 23:26";"03-05-2021 23:28";"deltaget og afsluttet";"Over 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83262185";"c14bc49";"03-05-2021 23:35";"03-05-2021 23:36";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Jeg går/løber";"Bil";"Over 40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83262365";"70f4b8d";"03-05-2021 23:47";"03-05-2021 23:48";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"Single";"nej";"ja";"nej";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Ved ikke";"Jeg tager stort set altid tog, bus eller bil";
"83262386";"a472bdc";"03-05-2021 23:48";"03-05-2021 23:50";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"Single";"nej";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83262437";"e8089b6";"03-05-2021 23:53";"03-05-2021 23:54";"deltaget og afsluttet";"45 - 60";"Kvinde";"Storby";"I forhold";"nej";"ja";"nej";"Bil";"Bus";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83262941";"a3e42b7";"04-05-2021 00:37";"04-05-2021 00:38";"deltaget og afsluttet";"15 - 25";"Kvinde";"Storby";"Single";"nej";"nej";"ja";"Cykel";"Tog";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Mellem 5-15 km";"Cykel";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";
"83262952";"987084e";"04-05-2021 00:38";"04-05-2021 00:39";"deltaget og afsluttet";"26 - 35";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83263123";"62559b3";"04-05-2021 00:57";"04-05-2021 00:59";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Cykel";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83263218";"a0f79af";"04-05-2021 01:10";"04-05-2021 01:12";"deltaget og afsluttet";"Over 60";"Kvinde";"Storby";"Single";"nej";"ja";"nej";"Bil";"Bil";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83263318";"a8245fb";"04-05-2021 01:24";"04-05-2021 01:26";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"nej";"nej";"nej";"Andet";"Andet";"Jeg har ikke noget arbejde";"Andet";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Ved ikke";"Jeg tager stort set altid tog, bus eller bil";
"83264357";"27a49ed";"04-05-2021 03:42";"04-05-2021 03:44";"deltaget og afsluttet";"26 - 35";"Kvinde";"Forstad";"Single";"ja";"nej";"ja";"Cykel";"Tog";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83264517";"7875a38";"04-05-2021 04:20";"04-05-2021 04:21";"deltaget og afsluttet";"36 - 45";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Cykel";"Mellem 15-25 km";"Cykel";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler altid hvis afstanden passer til det";
"83264553";"aa1ddf0";"04-05-2021 04:28";"04-05-2021 04:30";"deltaget og afsluttet";"Over 60";"Kvinde";"Storby";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 1-5 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";
"83264598";"f61f8a1";"04-05-2021 04:40";"04-05-2021 04:41";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Jeg går/løber";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83264773";"228b7c4";"04-05-2021 05:18";"04-05-2021 05:19";"deltaget og afsluttet";"26 - 35";"Kvinde";"Storby";"I forhold";"ja";"ja";"ja";"Jeg går/løber";"Bil";"Over 40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83264798";"260e8a9";"04-05-2021 05:25";"04-05-2021 05:26";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83264874";"65efb49";"04-05-2021 05:43";"04-05-2021 05:44";"deltaget og afsluttet";"36 - 45";"Mand";"Forstad";"I forhold";"ja";"nej";"ja";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83264903";"99e095b";"04-05-2021 05:49";"04-05-2021 05:51";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"Single";"nej";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83264927";"b368e7c";"04-05-2021 05:53";"04-05-2021 05:55";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Cykel";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";
"83264935";"391992d";"04-05-2021 05:55";"04-05-2021 05:57";"deltaget og afsluttet";"36 - 45";"Kvinde";"Forstad";"Single";"ja";"ja";"nej";"Bil";"Bil";"Mellem 5-15 km";"Bil";"Mellem 1-5 km";"Cykel";"Nej";"Jeg går eller cykler sjældent også selvom afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83264984";"72c043a";"04-05-2021 06:01";"04-05-2021 06:04";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83265015";"c2ada84";"04-05-2021 06:07";"04-05-2021 06:09";"deltaget og afsluttet";"15 - 25";"Kvinde";"Storby";"Single";"nej";"nej";"nej";"Jeg går/løber";"Bil";"Mellem 1-5 km";"Jeg går/løber";"Mellem 1-5 km";"Jeg går/løber";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler altid hvis afstanden passer til det";
"83265028";"f6ae5fe";"04-05-2021 06:08";"04-05-2021 06:11";"deltaget og afsluttet";"Over 60";"Kvinde";"Forstad";"Single";"nej";"ja";"ja";"Jeg går/løber";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";
"83265099";"0d0f13d";"04-05-2021 06:18";"04-05-2021 06:19";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"Single";"nej";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83265121";"f4eac80";"04-05-2021 06:21";"04-05-2021 06:23";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83265155";"d1b1b05";"04-05-2021 06:24";"04-05-2021 06:26";"deltaget og afsluttet";"36 - 45";"Mand";"Storby";"I forhold";"ja";"ja";"nej";"Bil";"Bil";"Over 40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83265163";"9ec58f6";"04-05-2021 06:25";"04-05-2021 06:26";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83265166";"02a405f";"04-05-2021 06:26";"04-05-2021 06:27";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 5-15 km";"Bil";"Under 1 km";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83265179";"21f3b79";"04-05-2021 06:27";"04-05-2021 06:28";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83265191";"b89a8c5";"04-05-2021 06:29";"04-05-2021 06:30";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"Single";"nej";"ja";"ja";"Jeg går/løber";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";
"83265206";"657afdf";"04-05-2021 06:31";"04-05-2021 06:33";"deltaget og afsluttet";"26 - 35";"Kvinde";"Storby";"Single";"nej";"ja";"ja";"Tog";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler altid hvis afstanden passer til det";
"83265216";"375d236";"04-05-2021 06:32";"04-05-2021 06:34";"deltaget og afsluttet";"26 - 35";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Tog";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83265247";"6f82629";"04-05-2021 06:35";"04-05-2021 06:37";"deltaget og afsluttet";"Over 60";"Kvinde";"Storby";"Single";"nej";"ja";"ja";"Bil";"Tog";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83265256";"7f1c345";"04-05-2021 06:37";"04-05-2021 06:38";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83265260";"2f42706";"04-05-2021 06:37";"04-05-2021 06:39";"deltaget og afsluttet";"26 - 35";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Under 1 km";"Bil";"Mellem 5-15 km";"Bil";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83265317";"383b704";"04-05-2021 06:42";"04-05-2021 06:43";"deltaget og afsluttet";"Over 60";"Kvinde";"Landet";"Single";"nej";"nej";"nej";"Bus";"Tog";"Mellem 25-40 km";"Tog";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83265332";"bb07cc2";"04-05-2021 06:45";"04-05-2021 06:46";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83265349";"21708a4";"04-05-2021 06:45";"04-05-2021 06:47";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"nej";"Bil";"Bil";"Jeg arbejdeder kun hjemmefra";"Andet";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83265505";"90c71d9";"04-05-2021 07:00";"04-05-2021 07:01";"deltaget og afsluttet";"36 - 45";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Cykel";"Bil";"Under 1 km";"Cykel";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";
"83265556";"25a3785";"04-05-2021 07:03";"04-05-2021 07:04";"deltaget og afsluttet";"26 - 35";"Kvinde";"Forstad";"I forhold";"ja";"nej";"ja";"Tog";"Tog";"Over 40 km";"Tog";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ved ikke";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83265563";"1a911d0";"04-05-2021 07:03";"04-05-2021 07:05";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"Single";"nej";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Tog";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83265574";"017f9d5";"04-05-2021 07:04";"04-05-2021 07:06";"deltaget og afsluttet";"45 - 60";"Kvinde";"Landet";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Over 40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler sjældent også selvom afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83265698";"93bdf44";"04-05-2021 07:12";"04-05-2021 07:13";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";
"83265733";"d9f4a2c";"04-05-2021 07:14";"04-05-2021 07:15";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Mellem 1-5 km";"Bil";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83265778";"ec51f2c";"04-05-2021 07:16";"04-05-2021 07:18";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Mellem 1-5 km";"Bil";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83265932";"b9e61bd";"04-05-2021 07:27";"04-05-2021 07:28";"deltaget og afsluttet";"26 - 35";"Kvinde";"Storby";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83265949";"22241d8";"04-05-2021 07:27";"04-05-2021 07:29";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"Single";"nej";"ja";"nej";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
